ProjectID,ProjectType,ProjectLocation,ContractorCategory,ConstructionPhase,ProjectBudgetMillion,EstimatedDurationDays,WorkersAssigned,EquipmentUtilization,MaterialDelayDays,SupplierIssues,WeatherDisruptionDays,SafetyIncidents,InspectionFailures,ChangeRequests,CostOverrunPercent,ScheduleVarianceDays,QualityScore,SiteProductivityScore,ProjectDelayed
PRJ_102103,Bridge Construction,Urban,Medium,Inspection,5.0,280,106,45.19,7,1,4,3,0,4,0.0,31.39,70.18,68.76,Yes
PRJ_117835,Road Construction,Rural,Medium,Inspection,152.81,920,64,73.63,3,3,6,1,3,4,1.45,-20.38,87.81,55.93,No
PRJ_129284,Bridge Construction,Rural,Medium,Structural,115.12,192,17,59.25,6,2,4,1,2,3,3.9,20.76,62.95,88.41,Yes
PRJ_128015,Commercial,Rural,Small,Structural,112.01,873,530,54.7,7,1,1,2,1,2,5.57,37.84,73.0,80.57,Yes
PRJ_130166,Commercial,urban,Large,Structural,125.95,868,203,64.48,8,3,2,1,2,3,11.93,43.8,63.29,95.04,No
PRJ_111744,Road Construction,Urban,Medium,Finishing,120.52,719,582,74.75,6,3,6,0,2,2,14.7,29.91,68.64,,Yes
PRJ_105710,Road Construction,Semi-Urban,Small,Structural,,1065,204,39.12,7,2,5,1,0,3,0.74,35.62,56.64,71.51,No
PRJ_109577,Industrial,Urban,Medium,Structural,124.75,773,545,62.68,3,2,7,1,2,0,14.44,9.66,77.86,91.41,No
PRJ_107061,Commercial,Urban,Large,Finishing,116.67,1110,751,88.88,10,1,5,0,1,1,1.57,41.14,75.48,58.57,No
PRJ_100491,Bridge Construction,Rural,Medium,Foundation,183.1,847,538,76.25,4,4,1,1,1,2,0.0,-14.06,72.11,83.66,Yes
PRJ_122908,Road Construction,Rural,Small,Planning,212.69,635,794,100.0,3,3,5,1,1,2,23.86,54.16,87.18,88.43,Yes
PRJ_110884,Residential,Urban,Small,Structural,196.12,1073,528,65.58,7,1,3,0,2,5,0.0,10.86,81.94,77.89,No
PRJ_117902,Bridge Construction,Semi-Urban,Small,Structural,142.98,207,305,64.89,7,4,1,1,1,1,0.0,37.96,76.99,80.88,No
PRJ_122286,Industrial,Rural,Medium,Planning,118.24,1392,534,58.81,6,1,3,0,2,3,0.33,27.97,61.57,75.17,Yes
PRJ_109764,Residential,Rural,Large,Planning,27.81,1108,409,89.9,4,1,4,1,0,1,5.07,-12.06,94.71,77.65,No
PRJ_103792,Commercial,Urban,Medium,Inspection,117.03,243,67,70.83,5,3,6,0,1,0,29.44,-42.59,,72.63,No
PRJ_100296,Bridge Construction,Urban,Medium,Planning,86.54,753,364,95.27,8,2,4,0,1,2,0.46,-19.55,85.21,66.66,No
PRJ_103289,Residential,Semi-Urban,Small,Structural,63.93,245,370,69.32,5,2,4,1,0,4,24.16,35.77,75.78,59.18,No
PRJ_100475,Road Construction,Semi-Urban,Small,Structural,1565.5,1232,619,62.73,6,5,5,2,1,5,1.11,11.5,70.24,72.45,Yes
PRJ_129646,Bridge Construction,Urban,Large,Finishing,35.8,1143,392,75.58,7,3,7,1,1,3,25.08,4.99,81.93,82.46,Yes
PRJ_120720,Infrastructure,Semi-Urban,Large,Inspection,115.62,1014,669,,3,5,5,1,1,6,23.49,48.97,88.12,65.24,Yes
PRJ_121853,Industrial,Urban,Large,Finishing,47.04,922,221,84.47,8,2,3,0,2,4,8.97,-9.35,74.47,76.43,Yes
PRJ_108032,Infrastructure,Urban,Medium,Structural,178.77,791,137,100.0,6,0,7,0,2,5,0.0,24.62,71.29,86.38,No
PRJ_112492,Residential,Rural,Medium,Inspection,138.26,742,212,76.23,11,4,4,0,0,4,3.55,26.56,72.96,73.32,Yes
PRJ_115012,Road Construction,Urban,Small,Planning,126.92,965,626,63.24,5,3,4,3,2,2,21.88,33.77,76.78,81.16,Yes
PRJ_112279,Infrastructure,Semi-Urban,Medium,Foundation,91.84,177,405,80.64,11,3,4,1,1,3,9.93,49.34,94.33,87.95,No
PRJ_105169,Infrastructure,Urban,Large,Structural,236.86,1268,737,48.75,8,3,4,2,1,4,7.79,16.14,,63.46,No
PRJ_108382,Infrastructure,Urban,Large,Structural,29.72,848,73,64.6,3,2,4,3,1,2,3.16,1.09,78.08,80.3,No
PRJ_101359,Industrial,Semi-Urban,Small,Finishing,227.21,884,680,57.16,8,2,6,0,1,1,21.02,16.94,69.81,83.79,Yes
PRJ_126777,Road Construction,Semi-Urban,Small,Finishing,,1390,181,100.0,2,2,4,0,1,3,3.72,33.46,84.37,66.34,Yes
PRJ_101915,Bridge Construction,Urban,Medium,Planning,,772,714,60.9,5,3,4,0,0,2,3.06,34.06,87.67,97.8,No
PRJ_111664,Residential,Semi-Urban,Small,Foundation,164.12,525,113,78.0,7,1,7,0,1,4,4.7,49.63,80.91,68.89,Yes
PRJ_100109,Infrastructure,Rural,Medium,Inspection,138.34,553,402,76.67,9,2,2,2,3,3,0.0,8.14,72.19,100.0,No
PRJ_112140,Road Construction,Semi-Urban,Large,Planning,126.01,619,601,59.17,7,1,3,2,1,2,6.57,45.84,83.9,95.41,Yes
PRJ_117678,Commercial,Urban,Large,Structural,39.05,1010,134,44.47,5,1,10,0,1,3,0.0,3.7,76.46,70.11,Yes
PRJ_112001,Infrastructure,Rural,Medium,Finishing,76.92,1023,274,39.0,10,2,4,0,1,2,5.68,4.06,75.46,45.74,No
PRJ_127729,commercial,Rural,Small,Foundation,127.58,237,178,63.01,7,0,5,0,1,2,0.0,38.64,77.87,71.5,Yes
PRJ_125997,Infrastructure,Semi-Urban,Large,Planning,113.36,1327,278,47.13,8,2,5,0,2,2,6.74,-18.58,84.73,95.3,Yes
PRJ_112485,Road Construction,Urban,Medium,Inspection,119.46,1161,61,81.03,6,2,8,3,1,1,9.12,18.1,82.92,91.89,Yes
PRJ_126976,Bridge Construction,Rural,Large,Finishing,92.0,1067,420,61.61,3,5,6,2,2,3,19.82,1.01,81.28,92.67,Yes
PRJ_109298,Bridge Construction,Rural,Large,Finishing,195.83,63,509,68.27,7,5,3,0,1,1,0.0,26.55,79.18,65.79,Yes
PRJ_127252,Infrastructure,Urban,Small,Finishing,634.4,371,656,48.29,6,3,4,2,1,0,0.0,-2.2,,83.6,Yes
PRJ_113116,Industrial,Semi-Urban,Medium,Finishing,5.0,155,76,59.83,8,2,9,0,0,2,9.84,-2.97,80.79,71.96,Yes
PRJ_101159,Bridge Construction,urban,Medium,Finishing,174.26,1129,542,70.9,7,1,2,2,2,4,3.22,-2.77,74.55,81.31,No
PRJ_121321,Industrial,Rural,Medium,Inspection,138.27,416,59,35.46,10,3,5,0,3,3,8.07,17.7,76.32,74.43,Yes
PRJ_110607,Industrial,Urban,Medium,Finishing,89.74,766,744,93.96,8,2,5,0,2,1,6.01,3.32,78.35,97.59,Yes
PRJ_103049,Infrastructure,Semi-Urban,Small,Foundation,17.31,1300,71,92.26,3,0,4,0,0,4,4.66,0.25,84.32,72.97,Yes
PRJ_120030,Commercial,Semi-Urban,Medium,Inspection,160.96,306,513,59.69,7,1,5,1,2,2,0.0,50.17,83.01,62.83,Yes
PRJ_114271,Industrial,Semi-Urban,Medium,Structural,135.54,121,687,56.16,9,3,6,1,4,4,0.0,-0.5,74.81,75.91,No
PRJ_116423,Infrastructure,Semi-Urban,Large,Structural,181.82,644,586,74.06,5,5,4,3,1,2,1.17,21.81,73.7,47.83,Yes
PRJ_127267,Bridge Construction,Urban,Medium,Inspection,85.06,96,73,85.85,3,4,8,0,1,3,15.71,13.24,85.24,72.15,No
PRJ_127997,Commercial,Urban,Small,Inspection,227.4,509,251,70.87,8,1,4,2,2,5,19.51,56.93,93.77,53.62,Yes
PRJ_117057,Infrastructure,Rural,Medium,Planning,101.45,1048,229,61.66,6,3,7,1,2,3,17.68,22.09,73.26,54.79,No
PRJ_117266,Residential,Urban,Medium,Finishing,97.0,1190,660,58.69,3,3,3,1,0,2,0.0,29.79,88.86,72.08,No
PRJ_104077,Residential,Urban,Large,Finishing,111.71,446,107,67.94,8,4,2,0,3,4,7.29,39.87,100.0,68.99,No
PRJ_131673,Road Construction,Urban,Medium,Finishing,139.19,425,55,52.61,7,2,3,2,2,2,0.0,28.42,61.86,69.4,Yes
PRJ_125701,Infrastructure,Urban,Medium,Planning,120.58,1309,82,,6,2,2,0,3,1,0.0,-19.11,69.53,74.23,No
PRJ_106521,Bridge Construction,Rural,Large,Finishing,60.99,272,755,56.26,7,1,7,1,1,6,18.3,4.65,87.26,75.13,Yes
PRJ_107296,Road Construction,Semi-Urban,Large,Foundation,105.75,1114,176,83.9,3,2,5,1,1,2,0.0,-4.71,63.76,67.27,Yes
PRJ_111134,Residential,Semi-Urban,Medium,Structural,83.94,1020,402,65.85,1,5,1,1,1,4,0.34,7.95,60.59,69.48,No
PRJ_109129,Infrastructure,Urban,Small,Planning,60.21,324,732,72.62,4,0,6,0,0,2,1.95,31.14,91.58,72.26,No
PRJ_127230,Infrastructure,Semi-Urban,Small,Planning,147.19,933,223,69.16,8,7,6,1,1,2,0.0,9.52,96.5,79.09,Yes
PRJ_113217,Road Construction,Semi-Urban,Large,Structural,118.58,788,527,53.29,8,1,5,1,2,3,11.01,35.15,74.07,60.47,Yes
PRJ_104446,Bridge Construction,Urban,Small,Planning,62.62,360,320,62.69,6,3,5,0,1,3,5.7,27.91,100.0,66.15,Yes
PRJ_122332,Residential,Urban,Medium,Planning,111.45,1421,133,57.8,5,2,2,0,0,2,0.0,2.71,81.15,76.51,No
PRJ_130809,Industrial,Urban,Large,Foundation,224.27,1290,147,91.18,4,3,5,1,1,3,9.57,3.06,89.27,92.15,No
PRJ_126386,Infrastructure,Semi-Urban,Large,Planning,164.0,192,44,59.59,6,0,4,2,1,5,0.0,-2.86,79.53,74.8,Yes
PRJ_122184,Residential,urban,Medium,Inspection,163.09,1001,755,74.67,10,1,6,0,2,4,22.43,-4.49,86.68,80.51,No
PRJ_122654,Bridge Construction,Rural,Medium,Planning,161.82,406,511,76.04,7,2,4,1,0,5,3.06,39.28,90.18,92.36,No
PRJ_119464,Residential,Semi-Urban,Small,Inspection,5.51,927,705,57.78,2,3,3,1,2,2,0.0,18.0,94.54,,Yes
PRJ_114875,Bridge Construction,Urban,Small,Foundation,106.25,221,659,100.0,10,3,5,0,3,5,13.59,23.32,81.12,85.78,Yes
PRJ_129860,Infrastructure,Semi-Urban,Large,Foundation,71.09,428,573,78.72,8,1,8,0,1,3,11.43,52.17,80.12,74.72,No
PRJ_123206,Bridge Construction,urban,Medium,Finishing,153.16,745,268,84.89,5,1,0,1,1,1,5.03,8.36,70.27,68.67,No
PRJ_100636,Industrial,Rural,Large,Inspection,158.02,1472,604,69.48,7,1,6,4,0,1,0.91,10.28,66.21,71.52,Yes
PRJ_107075,Commercial,Urban,Medium,Planning,195.11,719,730,88.85,5,3,4,0,1,3,29.95,6.76,85.2,39.11,Yes
PRJ_131625,Commercial,Semi-Urban,Small,Structural,80.96,83,617,80.16,6,0,5,1,5,4,22.88,28.27,84.66,68.11,No
PRJ_121820,Commercial,Urban,Medium,Inspection,5.0,186,295,74.78,7,2,4,0,2,5,7.01,-24.7,71.4,39.54,No
PRJ_114749,Commercial,Rural,Medium,Structural,133.66,588,296,62.46,5,1,5,0,1,2,16.02,8.75,89.34,67.92,Yes
PRJ_101887,Infrastructure,Urban,Medium,Foundation,20.56,523,422,61.24,4,1,3,0,1,3,10.37,19.18,79.78,57.8,No
PRJ_110943,Road Construction,Urban,Small,Finishing,8.29,393,703,73.43,4,3,5,1,0,5,21.11,25.59,64.3,75.13,No
PRJ_102269,Infrastructure,Semi-Urban,Small,Finishing,278.23,364,385,56.29,6,1,1,2,1,1,20.42,19.9,82.14,59.36,Yes
PRJ_112107,Residential,Semi-Urban,Large,Finishing,151.93,1128,131,99.72,6,2,5,2,1,4,5.86,-10.84,85.03,81.83,No
PRJ_117497,Commercial,Urban,Small,Structural,97.34,1173,777,62.62,5,1,9,0,3,0,12.87,-40.26,86.89,67.84,Yes
PRJ_118998,Commercial,Semi-Urban,Large,Inspection,,1112,648,44.25,2,2,3,4,1,2,11.29,-11.22,92.32,80.42,Yes
PRJ_112116,Road Construction,Semi-Urban,Medium,Foundation,72.15,866,289,57.56,4,5,2,0,0,2,6.12,5.3,80.22,78.14,No
PRJ_121263,Commercial,Semi-Urban,Medium,Finishing,,573,94,53.5,6,2,4,1,1,1,7.84,55.06,83.81,44.15,Yes
PRJ_126774,Infrastructure,Semi-Urban,Large,Planning,47.44,126,601,48.84,6,0,6,0,1,4,10.23,43.35,65.58,76.09,Yes
PRJ_116775,Residential,Semi-Urban,Large,Planning,160.76,1365,249,79.62,4,2,8,1,4,5,12.7,4.05,99.38,52.51,Yes
PRJ_115640,Bridge Construction,Urban,Small,Foundation,123.41,760,440,66.42,8,2,5,0,0,2,4.22,41.93,82.64,63.81,No
PRJ_106943,Industrial,Urban,Large,Structural,30.01,1360,702,78.54,6,0,3,0,2,2,1.34,22.22,93.84,74.81,Yes
PRJ_101279,Road Construction,Urban,Medium,Structural,139.99,825,70,,5,2,2,2,3,2,0.0,9.01,73.39,75.17,Yes
PRJ_129326,Infrastructure,Semi-Urban,Small,Finishing,120.23,176,384,45.13,5,1,2,0,0,1,16.57,-5.36,70.48,78.62,No
PRJ_105555,Residential,Urban,Large,Planning,117.83,116,637,72.05,6,2,6,0,1,2,0.0,33.3,71.33,83.49,No
PRJ_129179,Residential,Rural,Large,Finishing,97.27,351,476,70.17,10,1,7,1,5,0,13.18,14.4,71.27,75.69,No
PRJ_114661,Residential,Urban,Large,Inspection,268.4,571,377,88.56,7,3,5,3,2,2,22.94,-11.35,65.74,78.27,Yes
PRJ_124438,Commercial,Urban,Large,Planning,2397.0,590,427,68.41,7,1,3,1,2,1,36.8,1.16,78.44,84.69,No
PRJ_107506,Industrial,Urban,Small,Finishing,181.07,660,329,57.22,5,3,10,1,3,2,4.3,17.08,85.94,,Yes
PRJ_126343,Industrial,Urban,Large,Planning,144.35,495,277,59.28,9,2,3,0,2,3,0.0,19.94,79.63,71.68,Yes
PRJ_116495,Infrastructure,Urban,Small,Structural,23.09,1244,531,56.62,1,2,5,0,2,3,1.83,-9.15,77.94,67.57,No
PRJ_128275,Residential,Urban,Medium,Foundation,165.75,144,445,71.45,9,2,4,1,4,0,15.78,17.43,63.41,65.91,Yes
PRJ_118583,Infrastructure,Urban,Large,Structural,129.96,1413,775,58.79,3,2,7,1,1,6,22.02,5.87,84.58,56.77,Yes
PRJ_125215,Residential,Semi-Urban,Medium,Planning,308.6,688,368,52.84,7,2,5,1,2,3,7.39,17.69,84.52,51.37,Yes
PRJ_111856,Commercial,Rural,Small,Planning,137.95,985,74,49.89,5,3,4,3,0,2,8.17,40.69,97.11,100.0,Yes
PRJ_122372,Commercial,Semi-Urban,Medium,Structural,81.97,336,535,51.46,3,3,7,1,4,2,2.78,27.75,82.96,65.47,No
PRJ_126987,Bridge Construction,Rural,Medium,Foundation,227.02,651,797,72.71,1,2,5,1,2,4,0.0,2.05,81.69,85.81,No
PRJ_114840,Bridge Construction,Rural,Medium,Planning,224.19,1296,644,44.25,2,0,6,2,2,2,17.82,12.33,75.7,63.37,No
PRJ_111597,Bridge Construction,Semi-Urban,Large,Planning,81.0,1249,496,87.38,5,0,6,0,4,3,0.78,-7.34,82.82,80.96,Yes
PRJ_101320,Commercial,Semi-Urban,Small,Structural,106.41,1099,773,48.43,7,0,3,0,0,1,3.28,29.49,87.91,53.48,No
PRJ_110657,Commercial,Rural,Medium,Inspection,5.0,181,379,72.69,10,1,6,1,0,1,0.06,18.46,66.83,70.81,Yes
PRJ_107926,Road Construction,Urban,Large,Planning,157.94,860,52,54.62,6,2,6,1,2,1,0.0,15.83,72.69,,No
PRJ_120368,Residential,Semi-Urban,Medium,Structural,199.83,285,497,53.57,10,1,5,3,1,3,0.0,9.45,90.3,78.89,No
PRJ_120068,Industrial,Semi-Urban,Medium,Inspection,154.73,540,339,68.13,4,0,1,0,1,5,5.22,16.14,81.82,87.08,No
PRJ_109432,Industrial,Semi-Urban,Large,Inspection,141.78,1405,380,73.17,5,2,4,0,0,9,8.08,12.53,91.15,81.26,No
PRJ_122115,Infrastructure,Semi-Urban,Medium,Inspection,69.58,184,149,59.15,4,2,9,0,0,2,0.0,23.61,80.17,58.38,Yes
PRJ_103492,Bridge Construction,Urban,Medium,Finishing,140.4,149,570,60.02,7,1,2,2,2,1,0.0,34.72,,86.5,Yes
PRJ_124529,Industrial,Semi-Urban,Large,Structural,31.1,963,628,,4,1,5,0,1,6,0.0,12.68,76.78,71.6,Yes
PRJ_107089,Road Construction,Rural,Medium,Structural,191.61,1284,687,91.75,8,0,5,0,2,4,4.64,15.36,79.76,72.77,Yes
PRJ_113748,Road Construction,Semi-Urban,Medium,Inspection,151.13,473,303,69.34,7,0,5,0,4,5,16.0,1.28,73.91,55.13,Yes
PRJ_125606,Commercial,Rural,Medium,Foundation,138.65,966,180,83.79,9,3,8,0,0,0,0.0,9.0,96.24,,No
PRJ_115775,Industrial,Urban,Small,Structural,1239.1,335,320,71.15,6,3,4,2,3,6,16.21,4.31,83.7,52.9,Yes
PRJ_122023,Residential,Semi-Urban,Small,Foundation,166.5,1336,335,100.0,2,0,3,0,0,7,4.45,28.59,56.52,62.09,No
PRJ_109990,Industrial,Semi-Urban,Medium,Foundation,76.55,643,370,69.24,7,4,6,0,0,0,0.0,6.67,88.64,,Yes
PRJ_126639,Residential,Urban,Large,Foundation,79.29,391,107,78.88,6,2,3,0,3,4,8.14,-18.41,84.61,94.15,No
PRJ_106940,Bridge Construction,Rural,Medium,Inspection,95.31,580,421,82.12,5,2,6,0,2,1,17.81,10.43,67.2,,Yes
PRJ_110972,Infrastructure,Semi-Urban,Small,Finishing,61.33,231,179,70.15,9,0,4,0,1,6,17.83,61.66,74.73,81.99,Yes
PRJ_129503,Residential,Urban,Small,Finishing,81.54,828,727,51.31,3,2,3,2,0,4,15.92,-7.13,67.25,72.46,Yes
PRJ_110650,Residential,Rural,Medium,Finishing,95.32,613,75,97.06,6,3,5,0,0,3,0.0,6.94,95.9,74.48,No
PRJ_117345,Commercial,Semi-Urban,Large,Planning,132.66,363,432,62.7,10,1,5,2,1,1,8.22,25.58,80.18,71.12,No
PRJ_128193,Bridge Construction,Semi-Urban,Large,Foundation,115.55,238,671,72.48,7,0,6,0,2,4,23.13,8.09,92.35,55.89,Yes
PRJ_102009,commercial,Rural,Medium,Foundation,140.68,119,66,69.71,3,0,5,1,0,4,18.56,13.24,73.26,75.7,No
PRJ_113371,Bridge Construction,Urban,Large,Finishing,5.0,1239,543,82.86,8,2,6,0,0,2,4.03,17.12,95.34,40.14,No
PRJ_117134,Industrial,Urban,Small,Foundation,71.43,1106,485,30.75,7,2,5,1,2,5,0.0,22.09,79.13,79.54,Yes
PRJ_125502,Residential,Urban,Small,Foundation,101.95,649,253,57.76,5,3,8,2,2,5,13.93,11.04,80.82,73.47,Yes
PRJ_106912,Commercial,Semi-Urban,Medium,Planning,225.62,1156,457,44.11,3,4,10,1,5,3,0.0,28.11,60.58,70.9,Yes
PRJ_125956,Bridge Construction,Urban,Small,Planning,80.62,901,68,65.8,9,3,9,1,2,2,0.0,12.5,83.75,57.03,Yes
PRJ_113291,Road Construction,Semi-Urban,Medium,Structural,49.13,79,419,50.79,2,5,9,2,0,1,5.79,0.14,85.63,77.84,Yes
PRJ_107094,Road Construction,Semi-Urban,Medium,Foundation,89.81,1254,663,66.33,4,1,6,3,1,3,0.0,10.55,80.68,64.12,No
PRJ_113725,Commercial,Urban,Medium,Finishing,77.33,1379,334,77.23,3,2,6,1,1,3,7.76,4.87,75.92,84.03,No
PRJ_114731,Residential,Rural,Medium,Foundation,252.24,1011,293,49.55,11,7,1,0,1,3,8.79,-10.38,,73.61,No
PRJ_129973,Bridge Construction,Rural,Medium,Foundation,59.67,321,295,85.59,5,1,3,2,4,0,9.42,26.47,90.16,84.19,Yes
PRJ_107074,Road Construction,Rural,Small,Planning,71.27,181,777,68.94,7,4,2,0,2,2,2.74,-11.5,62.64,83.26,No
PRJ_108867,Bridge Construction,Urban,Large,Planning,141.64,350,690,61.16,8,3,3,1,3,0,8.78,8.35,86.72,73.85,Yes
PRJ_128646,Infrastructure,Urban,Large,Planning,141.93,283,733,70.62,3,1,3,0,2,2,0.0,-26.1,63.66,79.33,Yes
PRJ_105986,Residential,Urban,Small,Finishing,152.92,1051,504,78.71,6,1,6,2,3,1,24.84,15.58,82.77,90.13,Yes
PRJ_118646,commercial,Urban,Medium,Foundation,96.01,108,271,65.46,6,4,6,0,1,1,6.84,10.15,74.02,59.37,Yes
PRJ_105132,Residential,Urban,Small,Finishing,81.05,734,525,61.66,5,2,6,0,1,2,12.59,27.78,85.49,60.28,No
PRJ_116114,Industrial,Semi-Urban,Small,Planning,129.51,108,461,28.0,2,1,6,2,1,2,0.0,-2.61,82.12,62.12,Yes
PRJ_103656,Road Construction,Urban,Large,Structural,204.58,533,479,95.14,8,1,3,1,0,2,2.06,29.87,89.64,72.5,Yes
PRJ_125298,Infrastructure,Urban,Medium,Foundation,216.34,1401,643,56.54,6,1,4,1,3,3,0.0,19.6,87.86,71.18,Yes
PRJ_131371,Commercial,Urban,Large,Planning,135.49,106,62,49.29,5,0,2,2,0,3,12.37,29.67,62.71,65.47,No
PRJ_126847,Road Construction,Semi-Urban,Small,Planning,28.63,286,118,51.75,9,2,3,0,2,2,14.74,-13.37,71.47,80.53,No
PRJ_114089,Commercial,Semi-Urban,Medium,Inspection,141.45,186,630,62.78,6,1,4,0,1,4,5.21,49.69,82.58,87.46,Yes
PRJ_113389,Commercial,Urban,Small,Finishing,106.9,825,708,84.47,3,2,5,2,4,3,24.54,-5.68,79.9,59.69,Yes
PRJ_125003,Bridge Construction,Urban,Small,Planning,108.79,1351,702,41.68,11,3,6,1,2,2,4.27,22.17,79.34,72.07,No
PRJ_106103,Residential,Urban,Large,Inspection,85.95,368,247,55.8,5,3,4,4,0,4,9.19,-28.11,,100.0,Yes
PRJ_107423,Infrastructure,Urban,Large,Planning,106.53,929,600,93.23,5,1,6,0,4,2,3.52,-14.84,82.92,80.35,No
PRJ_104242,Bridge Construction,Semi-Urban,Small,Finishing,234.03,181,489,97.63,8,2,6,1,1,2,0.0,11.74,70.49,63.9,No
PRJ_113997,Commercial,Semi-Urban,Large,Structural,156.69,359,775,83.11,2,3,8,1,2,4,0.0,20.62,72.31,42.78,Yes
PRJ_113670,Road Construction,Semi-Urban,Small,Foundation,132.32,1097,514,43.36,6,0,5,0,1,2,3.25,3.78,74.54,100.0,No
PRJ_116386,Industrial,Urban,Large,Foundation,124.0,637,43,86.99,5,2,6,1,2,5,12.31,5.99,75.67,79.98,No
PRJ_130533,Infrastructure,Rural,Large,Inspection,237.48,669,719,67.98,5,4,4,1,2,3,13.21,-5.35,83.48,63.65,No
PRJ_108236,Industrial,Urban,Small,Inspection,131.23,1223,501,41.01,5,1,4,1,0,4,0.55,15.36,95.11,88.33,No
PRJ_102013,Road Construction,Rural,Small,Planning,9.61,334,337,46.95,9,1,5,1,1,3,6.55,13.63,95.7,46.46,Yes
PRJ_128842,Bridge Construction,Urban,Small,Structural,159.16,531,165,90.54,5,2,2,2,0,3,14.85,32.59,,78.48,Yes
PRJ_114772,Bridge Construction,Semi-Urban,Large,Foundation,179.91,175,47,73.01,4,3,2,2,3,1,28.15,4.03,80.55,77.66,Yes
PRJ_108940,Infrastructure,Urban,Small,Planning,104.65,1089,750,57.98,1,3,5,1,4,1,7.65,1.45,83.6,53.43,Yes
PRJ_109382,Commercial,Semi-Urban,Medium,Planning,214.88,822,33,65.61,8,1,4,1,2,4,10.12,28.61,93.14,75.06,No
PRJ_125766,Residential,Rural,Large,Inspection,168.11,1107,577,69.41,5,5,5,2,1,2,1.74,-0.17,86.61,58.33,No
PRJ_120219,Infrastructure,Semi-Urban,Medium,Finishing,235.07,134,368,82.92,4,3,3,1,1,1,16.33,3.85,79.09,74.02,No
PRJ_111415,Infrastructure,Urban,Large,Inspection,178.3,1319,760,85.43,7,3,6,0,4,4,3.34,1.12,78.08,75.01,Yes
PRJ_101416,Residential,Semi-Urban,Large,Foundation,129.84,272,705,83.1,4,3,8,0,2,1,0.0,35.85,81.04,68.59,Yes
PRJ_117952,Industrial,Urban,Large,Structural,110.94,928,719,85.73,9,2,2,4,1,2,10.59,36.38,84.25,72.72,Yes
PRJ_118953,Industrial,Semi-Urban,Medium,Planning,203.44,278,191,73.31,4,1,3,2,1,1,15.48,3.89,90.87,66.12,No
PRJ_128960,Commercial,Urban,Small,Foundation,5.0,377,288,53.66,3,5,2,1,0,2,2.46,0.66,63.45,78.45,Yes
PRJ_127133,Residential,Urban,Small,Foundation,,748,566,84.33,7,2,4,1,2,2,3.26,12.43,88.37,67.64,No
PRJ_131733,Commercial,Semi-Urban,Medium,Foundation,43.0,1274,749,84.87,9,0,6,0,2,3,14.53,-1.91,79.15,78.42,No
PRJ_101963,Infrastructure,Urban,Large,Planning,112.53,218,543,,5,2,6,2,0,4,0.0,1.04,82.65,73.57,Yes
PRJ_106813,Road Construction,Semi-Urban,Small,Structural,55.84,150,796,60.9,10,4,8,2,0,2,0.0,2.32,85.48,67.12,Yes
PRJ_101954,Bridge Construction,Semi-Urban,Large,Structural,35.55,497,144,58.9,4,1,2,0,2,4,5.22,9.98,,80.02,No
PRJ_119022,Industrial,Rural,Medium,Finishing,168.73,764,193,56.03,7,1,5,0,2,3,12.82,18.74,90.58,69.81,Yes
PRJ_128424,Road Construction,Semi-Urban,Medium,Finishing,42.82,113,279,74.61,6,5,1,0,5,6,10.15,10.25,91.63,87.65,Yes
PRJ_110365,Commercial,Urban,Medium,Structural,94.4,404,661,44.61,5,2,6,1,4,4,0.75,12.17,84.42,63.9,No
PRJ_102644,Road Construction,Urban,Small,Planning,101.22,174,258,72.44,6,1,4,1,0,4,7.89,35.96,73.08,90.06,No
PRJ_129442,Infrastructure,Semi-Urban,Large,Inspection,90.34,1443,88,53.91,8,3,4,0,1,2,0.0,14.12,87.9,68.74,No
PRJ_107076,Commercial,Urban,Large,Finishing,82.54,464,529,72.56,4,3,8,1,2,1,3.08,21.56,,84.53,Yes
PRJ_129920,Residential,Urban,Medium,Finishing,125.44,448,440,66.87,2,1,7,1,4,7,11.09,22.23,83.23,69.07,Yes
PRJ_123910,Residential,Urban,Medium,Planning,178.67,287,106,71.06,11,0,6,1,1,3,5.55,-13.39,59.22,88.44,No
PRJ_117357,Commercial,Semi-Urban,Medium,Finishing,57.73,1157,794,51.5,4,1,5,1,1,1,0.0,16.01,73.59,89.73,No
PRJ_112719,Infrastructure,Urban,Small,Finishing,138.55,622,542,63.38,8,3,0,3,1,2,11.58,-7.62,57.03,85.63,No
PRJ_116143,Industrial,Semi-Urban,Small,Structural,128.51,846,576,92.15,7,2,9,0,3,3,13.88,29.78,90.04,89.0,No
PRJ_102837,Road Construction,Urban,Medium,Inspection,56.69,71,58,70.18,4,1,4,2,2,4,0.0,5.09,100.0,62.93,No
PRJ_126632,Road Construction,Semi-Urban,Medium,Finishing,96.2,1211,399,92.39,7,0,2,1,1,3,5.49,9.01,82.23,81.99,Yes
PRJ_105936,Bridge Construction,Urban,Medium,Inspection,106.1,1029,329,54.44,7,1,5,1,1,2,0.0,39.4,92.67,,No
PRJ_102659,Commercial,Urban,Large,Foundation,165.07,70,396,79.32,7,2,7,1,1,3,0.0,36.42,85.36,62.04,Yes
PRJ_107317,Bridge Construction,Semi-Urban,Medium,Finishing,6.24,380,270,100.0,12,3,7,0,1,5,0.0,11.83,80.36,50.02,Yes
PRJ_100507,Road Construction,Urban,Medium,Inspection,130.97,966,418,57.74,11,2,4,0,1,7,0.0,-1.17,70.22,95.08,No
